resource_id,name,agency,description,contact,n_downloads,category,percent_datatypes,percent_descriptions
gahm-hu5h,DOF: Cooperative Comparable Rental Income – Bronx – FY 2008/2009,Department of Finance (DOF),The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.,,2051,Housing & Development,1.0,0.0
gepv-dxc2,FY2016 MMR Spending and Budget,Mayor's Office of Operations (OPS),"NYC agency spending and budget information by units of appropriation data from the Mayor's Management Report (MMR).
Use ‘CSV for Excel’ when downloading this dataset and then sort in alphabetical order by Agency.",,1499,City Government,1.0,0.0
sefr-5pmx,DOP Juvenile Case Closings By Type,Department of Probation (DOP),"The number of juvenile case closings by type: General Supervision, Pathways to Excellence Achievement and Knowledge (PEAK), Every Child Has An Opportunity To Excel And Succeed (ECHOES), IMPACT, Juvenile Justice Initiative (JJI), Advocate Intervene Mentor (AIM), Enhanced Supervision Program (ESP), during the reporting period.",,1355,Public Safety,1.0,0.0
jmr8-fdbz,DOP Adult Early Discharges by Calendar Year,Department of Probation (DOP),"Adult supervision cases that have had an early discharge request filed with a local court during the reporting period. Categorized by: new early discharge (ED) requests submitted; ED requests approved; ED requests disapproved. Based on carryover of pending early discharge requests from month-to-month, the number of approvals plus disapprovals may not equal the number of requests per year.",,1772,City Government,1.0,1.0
rmv8-86p4,DOF: Condominium Comparable Rental Income – Brooklyn – FY 2008/2009,Department of Finance (DOF),"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",,1861,Housing & Development,1.0,0.0
bawj-6bgn,DOF: Condominium comparable rental income – Bronx - FY 2010/2011,Department of Finance (DOF),"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",,2221,Housing & Development,1.0,0.0
rxj2-pb49,2020-2021 Local Law 231 Training Data,Department of Education (DOE),"The workshop provides an overview of the DOE policies related to New York State’s Dignity for All Students Act, with a focus on Chancellor’s Regulations A-832-Student to Student Discrimination, Harassment, Intimidation, and/or Bullying and A-831-Student to Student Sexual Harassment as well as the Staff to Student Discrimination and Sexual Harassment components of Chancellor’s Regulation A-830.  Participants will also learn about the protected classifications for students and staff,  their reporting responsibilities and under what circumstances off-school premises behavior is covered under Chancellor’s Regulations.",,166,Education,1.0,0.0
jf8f-zxb7,April_2021_1173B_21-994 New York City School Bus Delays Report,Department of Education (DOE),April_2021_1173B_21-994 New York City School Bus Delays Report,,114,Education,1.0,0.0
i99z-ad8n,2006 - 2012 Math Test Results - School - SWD,Department of Education (DOE),Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by school and disability status.,,1266,Education,1.0,0.0
kydh-ijhc,Replacement Projects by school,School Construction Authority (SCA),Replacement project detail by school.,,982,Education,1.0,0.0
4kkh-qhtc,Jobs Plus for NYCHA Residents - Local Law 163,Human Resources Administration (HRA),"This dataset contains information about Jobs-Plus service, a place-based employment program designed to increase the earnings and employment of working-age residents in designated public housing developments or a cluster of developments. Each row in the dataset represents the number of public housing residents on a Borough-level who receive or utilize this service.

For datasets related to other services provided to NYCHA residents, view the data collection “Services available to NYCHA Residents - Local Law 163”.",,340,Social Services,1.0,1.0
drss-6xix,Mayor's Office to Combat Domestic Violence Annual Fact Sheet 2018-2019,Mayor’s Office to End Domestic and Gender-Based Violence,"The dataset contains annual count data for the number of intimate partner homicides, calls to the domestic violence hotline, total and borough counts for total and new client visits and by borough to the New York City Family Justice Centers and the number of trainings and workshops conducted by the Mayor's Office to Combat Domestic Violence Policy and Training Unit and the Healthy Relationship Academy.",,273,Public Safety,1.0,0.0
p3r6-jdne,2016-2017 Monthly Attendance,Department of Education (DOE),"Monthly counts of roster students  present, absent and released by Grade Level within School DBN.",,1143,Education,1.0,0.0
i6as-kc83,2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Total Cohort,Department of Education (DOE),Latest available data and trends in graduation and dropout outcomes school.,,1409,Education,1.0,0.0
u4ef-3s9d,Verified Locations for NYC City-Funded Social Service Contracts FY2018 (Service),Mayor's Office for Economic Opportunity,An agency-verified dataset of City-funded contracted social service provision locations.,,541,City Government,1.0,1.0
yiqb-mq9h,Advanced Projects,School Construction Authority (SCA),Projects Advanced.,,1090,Education,1.0,0.0
74ah-8ukf,2013-2019 Math Test Results School - SWD/Ethnicity/Gender/Economic Status/ELL/Total of All,Department of Education (DOE),"In 2018, NYSED rescaled the Math and ELA exams to account for a change in test administration from 3 days to 2 days. Therefore, 2018 and 2019 results can be compared to each other but cannot be compared to prior years.  
Starting in 2013, NYSED changed the exams to be Common Core aligned. 
In order to comply with regulations of the Family Educational Rights and Privacy Act (FERPA) on public reporting of education outcomes, 
groups with 5 or fewer tested students are suppressed with an “s”.",,386,Education,1.0,0.0
xmiz-qy72,Parks Inspection Program – Comfort Station Feature Ratings,Department of Parks and Recreation (DPR),"This dataset contains ratings for inspected comfort station features. Each row represents a rating for a single feature.

Data Dictionary and User Guide can be found here.

A complete list of all datasets in the series can be found here.",,4935,City Government,1.0,1.0
yeba-ynb5,2015 2016 Student Discipline Annual Report - D Code,Department of Education (DOE),Student Discipline Annual Report - Discharge Code,,854,Education,1.0,0.0
tyv9-j3ti,Projected Citywide Energy Cost,Mayor's Office of Management & Budget (OMB),"This dataset summarizes  citywide energy cost projections.  Dollar amounts are rounded to millions.  This dataset is updated bi-annually,",,199,City Government,1.0,1.0
ne9b-qgmm,Student COVID Vaccinations (2-22-2022),Department of Education (DOE),"1) Register is as of reporting date
2) Only includes schools and programs in Districts 1-32 and District 75
3) NYCEECs and District PreK Centers are excluded
4) District 75 Home and Hospital Instruction programs and students are excluded
5) Percents are of active students ages 5 and up, not of all students (any four year olds are exluded as they are not yet eligible for vaccination)

1) Enrollment as of last day of reporting period
2) Only schools and programs in Districts 1-32 and District 75
3) NYCEECs and District PreK Centers are excluded
4) District 75 Home and Hospital Instruction programs and students are excluded
5) For consent and consent withdrawal, only Covid-19 testing eligible students are included (Grades 1-12)
6) For unvaccinated population, only students aged 5 or above as of the day before the beginning of the reporting period are included
""7) Under the Family Educational Rights and Privacy Act (FERPA), educational agencies and institutions
reporting or releasing data derived from education records are responsible for protecting personally
identifiable information (PII) in their reports from disclosure. 
a) If a cell is ≤ 5 the value is suppressed (""""S""""), and the next highest value in that row is also suppressed (""""S""""). 
b) If a cell is within 5 of the total number of students for the subgroup, the value is suppressed (""""T""""), and the next highest value in that row is also suppressed (""""T""""). This is necessary, because it is a FERPA violation to disclose that no students in a subgroup were vaccinated. This report includes counts of unvaccinated students, therefore data suppression is necessary on the maximum values also.""
8) An empty cell indicates that there are no students for that grade or subgroup",,164,Education,1.0,0.0
ihup-vdhf,Math Test Results 2006-2012 - Borough - Ethnicity,Department of Education (DOE),Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by borough and ethnicity.,,1704,Education,1.0,0.0
b37b-brfu,DOF: Cooperative Comparable Rental Income – Staten Island – FY 2010/2011,Department of Finance (DOF),"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",,2171,Housing & Development,1.0,0.0
hcv4-fhfs,"DOF: Summary of Neighborhood Sales in Queens for Class 1-, 2- and 3-Family homes - 2007",Department of Finance (DOF),"The Department of Finance (DOF) maintains records for all property sales in New York City, including sales of family homes in each borough. This list is a summary of neighborhood sales for Class 1-, 2- and 3-Family homes in Queens in 2007.

This list includes all sales of 1-, 2-, and 3-Family Homes' from January 1st, 2007 to December 31, 2007, whose sale price is equal to or more than $150,000.  The Building Class Category for Sales is based on the Building Class at the time of the sale.

Update Schedule: Annually",,2534,Housing & Development,1.0,0.0
44t3-dj6x,2015 - 16 School Safety Report,Department of Education (DOE),"Since 1998, the New York City Police Department (NYPD) has been tasked with the collection and maintenance of crime data for incidents that occur in New York City public schools. The NYPD has provided this data to the New York City Department of Education (DOE). The DOE has compiled this data by schools and locations for the information of our parents and students, our teachers and staff, and the general public. 
In some instances, several Department of Education learning communities co-exist within a single building. In other instances, a single school has locations in several different buildings. In either of these instances, the data presented here is aggregated by building location rather than by school, since safety is always a building-wide issue. We use “consolidated locations” throughout the presentation of the data to indicate the numbers of incidents in buildings that include more than one learning community.",,547,Education,1.0,0.0
yahh-6yjc,2013 - 2014 School Quality Reports,Department of Education (DOE),"New York City Department of Education 2013 - 2014 School Quality Reports.
Data based on DBN, Districts and School Name.",,947,Education,1.0,0.0
uxsm-hzx3,Charter Mandated Quarterly Report on Provisionals,Department of Citywide Administrative Services (DCAS),The number of provisional employees by agency and title.,,187,City Government,1.0,1.0
s6eb-zqd5,2019-2020 PSAL Report - (December 2020),Department of Education (DOE),"After School Athletic Funding - Local Law 120 
Public Schools Athletic League (PSAL) participation includes all students who appeared on a roster during the 2019-20 school year were enrolled at a NYC DOE school as of October 31, 2019.  Enrollment includes all schools in districts 1-32 & 75.  Report excludes students from schools in district 79, 84 (Charter Schools), 88, and home and hospital schools.  Report also includes only students in grades 9-12.",,152,Education,1.0,0.0
ftyx-fhnc,Work Progress Program (WPP) for NYCHA Residents - Local Law 163,Human Resources Administration (HRA),"This datasets contains information about NYCHA residents who were employed by the Work Progress Program (WPP). WPP is a subsidized wage program designed to complement existing youth services by providing participating low-income young adults with work experience. Through WPP, HRA reimburses providers for wages paid to low-income young adults (aged 16-24) who have been placed in short-term jobs that typically last 12 weeks, with a special emphasis on serving opportunity or at-risk youth. 
WPP is not a stand-alone program. WPP provides wage reimbursements for nonprofits to provide subsidized jobs to their existing program participants. WPP supports providers that prioritize recruitment of NYCHA youth. NYCHA residency is self-reported in each providers intake and enrollment processes. Providers then report to Human Resources Administration (HRA) if someone is a NYC MAP resident or non-NYCHA MAP resident. The NYCHA MAP initiative includes 15 developments that were identified under the Mayoral Action Plan for Neighborhood Safety. 	


For datasets related to other services provided to NYCHA residents, view the data collection “Services available to NYCHA Residents - Local Law 163”.",,336,Social Services,1.0,1.0
qd93-w582,2014-2015 School Closure Discharge Reporting - GPA,Department of Education (DOE),"In June 2015, 18 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2014-2015 school year, according to the guidelines set by Local Law 2011/043",,1716,Education,1.0,0.0
sk7w-byju,2017 - 2018 Demographic Snapshot 3- K For All,Department of Education (DOE),Student demographic and enrollment data by 3-K for All Site for 2017-18,,415,Education,1.0,0.0
dfwh-7sqg,2015-2016 Suspension Report NYPD Contacts - SWD,Department of Education (DOE),"Suspensions reported by Student in Temporary Housing (STB), Student with Disabilities, Race, Gender, English Language Learner (ELL), Date of Birth, Grade Level",,484,Education,1.0,0.0
wmsu-5muw,2020 Census Blocks - Tabular,Department of City Planning (DCP),2020 Census Blocks from the US Census for New York City. These boundary files are derived from the US Census Bureau's TIGER data products and have been geographically modified to fit the New York City base map. All previously released versions of this data are available at BYTES of the BIG APPLE- Archive.,,343,City Government,1.0,0.0
4kse-vfnd,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - All Students,Department of Education (DOE),"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.
In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam.",,1543,Education,1.0,0.0
kuw6-zcm2,"Bus Delays April2020 994 - July 1, - December 31, 2019",Department of Education (DOE),"School bus delays report for first half of fiscal 2019/2020 school year.  School bus companies report this data, and it is therefore subject to data entry error.  Failure to arrive at school is not captured from the school bus company reported source for delays, therefore this marker was determined if a school bus company reported a breakdown or delay and a school reported an arrival after session time.",,126,Education,1.0,0.0
fpfg-qx2w,Financial Plan Statements - Revenue and Obligation Forecast,Mayor's Office of Management & Budget (OMB),This dataset shows the revenue and expense obligation forecast for the current fiscal year. Data is reported in millions and updated monthly.,,259,City Government,1.0,1.0
9rxf-re6u,Public Wi-Fi in Pedestrian Corridors and Public Computer Centers,Office of Technology and Innovation (OTI),The Public Wi-Fi in Pedestrian Corridors and Public Computer Centers dataset is an analysis of Public Wi-Fi hotspots in pedestrian corridors (zones of commercial activity in each neighborhood that attract the greatest numbers of people and local businesses) and Public Wi-Fi hotspots in the City's public computer centers.,,400,City Government,1.0,1.0
vk9f-gvzq,DOP Juvenile Investigations Assigned,Department of Probation (DOP),The number of investigation reports assigned for juveniles during the reporting period.,,1283,Public Safety,1.0,0.0
axb2-9jkb,2018 - 2019 Class Size Pupil to Teacher Ratio,Department of Education (DOE),2018-19 Preliminary Class Size Report School Pupil-to-Teacher Ratio,,388,Education,1.0,0.0
8vqd-3345,2018-2019 Career and Technical Education Report Law 174,Department of Education (DOE),"Career and Technical Education (CTE) programs and students in CTE programs and CTE-designated high schools, as defined in Local Law 174 as reported through the 2018-2019 STARS database. CTE Designated High Schools are those in which all students are engaged in NYC DOE-approved CTE sequences of instruction that integrate rigorous academic study with workforce skills in specific career pathways. It is important to note that schools self-report their scheduling information in STARS. The report also includes information regarding the number and ratio of certified CTE instructors.",,152,Education,1.0,0.0
ft5g-idx8,School Age Ridership,Department of Education (DOE),Summary of documented students by OPT school code.,,306,Education,1.0,0.0
g2t5-u7v8,Financial Plan Statements - Revenue,Mayor's Office of Management & Budget (OMB),This dataset shows the revenue for the current fiscal year. Data is reported in millions and updated monthly.,,291,City Government,1.0,1.0
h4jy-7dv7,"DOF: Summary of Neighborhood Sales in the Bronx for Class 1-, 2- and 3-Family homes - 2008",Department of Finance (DOF),"The Department of Finance (DOF) maintains records for all property sales in New York City, including sales of family homes in each borough. This list is a summary of neighborhood sales for Class 1-, 2- and 3-Family homes in the Bronx in 2008.


This list includes all sales of 1-, 2-, and 3-Family Homes' from January 1st, 2008 to December 31, 2008, whose sale price is equal to or more than $150,000.  The Building Class Category for Sales is based on the Building Class at the time of the sale.",,1955,Housing & Development,1.0,0.0
f5cd-6fbs,Prelim Average Class Size District - K-8th,Department of Education (DOE),"Preliminary Class Size Report School K-8 Average Class Size 

General Education and Integrated Co-Teaching (ICT) classes and course sections with more than 100 students or fewer than seven students are excluded from this report, as are self-contained courses with fewer than two students.",,148,Education,1.0,0.0
tqsy-2s6w,Block Pruning,Department of Parks and Recreation (DPR),Record of routine block pruning cycles by block segment.,,570,Environment,1.0,1.0
i5ef-jxv3,FY2019 MMR Agency Performance Indicators,Mayor's Office of Operations (OPS),NYC agency performance indicators from the FY19 Mayor's Management Report (MMR).,,604,City Government,1.0,1.0
5e7z-xsdf,2021 City Council June Attendance,Department of Education (DOE),"This reports attendance rates (overall, remote, and in-person) for June 1 through June 25, 2021. Data comprises attendance records for those dates reported by schools as of July 6, 2021.",,125,Education,1.0,0.0
rrfc-w3w8,2021 City Council April Attendance,Department of Education (DOE),"Total enrollment count for students whose learning preference is remote or blended or missing and who have attended school in person at 
least once since September 16, 2020. Because student learning preference is based in part on student attendance (see below), only students 
for whom attendance data is reported are included.",,120,Education,1.0,0.0
6kks-jijx,Local Law 14 Health Data - HS School,Department of Education (DOE),"""""""Local Law 14 (2016) requires that the NYCDOE provide citywide Health Education data, dis aggregated by community school district, city council district, and each individual school. Data reported in this report is from the 2015-16 school year.
""""
This report provides information about the number and percent of students receiving one semester of health education as defined in Local Law 14 as reported through the 2015-2016 STARS database. It is important to note that schools self-report their scheduling information in STARS.

This report consists of 10 tabs:

1.   Health Education Standards
2.   HS - School 
3.   HS-District
4.   JS-City Council District
5.   MS-School
6.   MS-District
7.   Ms-City Council District
8.   Efficacy
9.  Compliance 
10. LGBTQ Inclusivity

1. Health Education Standards

This tab provides information on the New York State Health Education Requirements and Standards. These requirements can be found in NYS Education Commissioner’s Regulation Subchapter G Part 135.

2. HS - School 

This tab includes school level data on the number of students that received a semester (one credit) of health instruction, as well as the number of June and August graduates meeting the HS health requirements for the 2015-2016 school year.  Note that students are not required to receive health instruction at any particular grade level in high school, only prior to graduating. Additionally, values less than 100% do not necessarily imply that students graduated without meeting credit requirements. In very rare cases, these values may indicate missing or incomplete historical transcript data.

3. HS - District

This tab includes district level data on the number of students that received a semester (one credit) of health instruction, as well as the number of June and August graduates meeting the HS health requirements for the 2015-2016 school year.  Note that students are not required to receive health instruction at any particular grade level in high school, only prior to graduating. Additionally, values less than 100% do not necessarily imply that students graduated without meeting credit requirements. In very rare cases, these values may indicate missing or incomplete historical transcript data.

4. HS - City Council District 

This tab includes city council district level data on the number of students that received a semester (one credit) of health instruction, as well as the number of June and August graduates meeting the HS health requirements for the 2015-2016 school year.  Note that students are not required to receive health instruction at any particular grade level in high school, only prior to graduating. Additionally, values less than 100% do not necessarily imply that students graduated without meeting credit requirements. In very rare cases, these values may indicate missing or incomplete historical transcript data.

5. Ms - School 

This tab includes school level data on the number of 6-8 graders that received a semester (one half-unit) of health instruction, as well as the number of 8th graders meeting the middle school health requirements for the 2015-2016 school year. Note that this regulation does not require students to receive health instruction at any particular grade level in middle school, only prior to completing 8th grade. However, a student may advance to the next grade without completing the course. 

6. MS - District 

This tab includes district level data on the number of 6-8 graders that received a semester (one half-unit) of health instruction, as well as the number of 8th graders meeting the  middle school health requirements for the 2015-2016 school year. Note that this regulation does not require students to receive health instruction at any particular grade level in middle school, only prior to completing 8th grade. However, a student may advance to the next grade without completing the course. 

7. MS - City Council District 

This tab includes Cit",,613,Education,1.0,0.7
gyjk-fbss,2019 -2020 Local Law 174 CTE Report,Department of Education (DOE),"This report provides information about Career and Technical Education (CTE) programs and students in CTE programs and CTE-designated high schools, as defined in Local Law 174 as reported through the 2019-2020 STARS database. CTE Designated High Schools are those in which all students are engaged in NYC DOE-approved CTE sequences of instruction that integrate rigorous academic study with workforce skills in specific career pathways. It is important to note that schools self-report their scheduling information in STARS. The report also includes information regarding the number and ratio of certified CTE instructors.",,141,Education,1.0,0.0
sibt-hnvk,2006 - 2011 NYS Math Test Results By Grade- School Level - By English Proficiency Status,Department of Education (DOE),"New York City Results on the New York State Mathematics Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.

Rows are suppressed (noted with ‘s’) if the number of tested students was 5 or fewer. 
Prior to 2011, the mean scale scores for ‘All Grades’ were not calculated.",,1503,Education,1.0,0.0
9b3x-yz6y,2019 Fall Admission LL1486 Part II,Department of Education (DOE),"In response to Local Law No. 1486-A. Reports on school applications, offers of admission, enrollment, and school seats available.  All available seats, applicants, and offers of admissions are for Main Round (for pre-K, Kindergarten, Middle School and High School) admissions only. Data is only included for schools that participate in centralized admissions processes.",,144,Education,1.0,0.0
9tg9-e2ph,2019- 2020 Submission MF LL231 7142020,Department of Education (DOE),Supporting and Affirming LGBTQ+ youth in NYC and Transgender and Gender Inclusion Guidelines.,,346,Education,1.0,0.0
kewa-q4dq,LAW Press Releases,Law Department (LAW),The Law Department issues press releases on major cases as a service to the media and the public.,,1636,City Government,1.0,1.0
wusu-mzmq,CUNY Community College Expenditures By Source,Mayor's Office of Management & Budget (OMB),"This dataset, updated annually, shows community college spending by fiscal year, broken out by funding source. Funding which supports senior college and Hunter Campus Schools activities is not included here. City tax levy includes pension contributions which are budgeted in the Pension Agency and Collective Bargaining, Medicare Part B and Stabilization Fund contributions which are budgeted in the Miscellaneous Agency. Tuition includes Tuition and Fees, Miscellaneous Revenues, Adult Continuing Education fees and Other Categorical funds. State and Federal dollars are combined and include Community Development funds. Dollars are in millions.",,205,City Government,1.0,1.0
s3zn-tf7c,DOF: Condominium comparable rental income – Queens - FY 2010/2011,Department of Finance (DOF),"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",,1921,Housing & Development,1.0,0.0
7vk6-9w2d,Internet Service Providers (ISPs) Offering Residential Broadband in New York City - Dec 2016,Office of Technology and Innovation (OTI),"List of Internet Service Providers (ISPs) offering residential broadband service in New York City as of Dec. 2016, according to data made publicly available by the Federal Communications Commission.",,707,Social Services,1.0,1.0
vvym-pu7g,DOP Adult Investigations by Fiscal Year,Department of Probation (DOP),"The number of presentence investigation reports ordered for adults during the reporting period, categorized by conviction type: felony and misdemeanor.",,1798,City Government,1.0,1.0
j46e-fnm6,Jobs Created or Retained by Energy Cost Savings Program - FY2018,Department of Small Business Services (SBS),Total number of full-time employees at the time company was approved for ECSP benefits,,451,City Government,1.0,0.0
85ty-ti6v,2006 - 2011 English Language Arts (ELA) Test Results by Grade - District - All Students,Department of Education (DOE),"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.
In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam.",,1387,Education,1.0,0.0
97iw-vtbx,DOF: Cooperative Comparable Rental Income – Staten Island – FY 2008/2009,Department of Finance (DOF),"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",,1846,Housing & Development,1.0,0.0
bkui-39n8,Adult Protective Services - Refer to Close,Human Resources Administration (HRA),Referrals and ineligible APS counts,,392,Social Services,1.0,1.0
f9a8-4jby,2017 Diversity Report - Diversity Efforts,Department of Education (DOE),,,838,Education,1.0,0.0
gi3h-3i8t,DOP Juvenile Violations of Probation Disposed by Fiscal Year,Department of Probation (DOP),"The number of dispositions issued by local courts for ""violation of probation"" proceedings during the reporting period.  Categorized by type of disposition: dismissed; probation continued; probation revoked; discharged (probation sentence ended).",,2233,City Government,1.0,1.0
4zdr-zwdi,Pre-K Project Site Location,School Construction Authority (SCA),Pre-K Project Site Location details.,,974,Education,1.0,0.0
9mjx-v8ip,2005 Campaign Payments,Campaign Finance Board (CFB),A listing of campaign public funds payments for candidates for City office during the 2005 election cycle,,2225,City Government,1.0,0.0
fxwm-3t4n,2006 - 2012 Math Test Results - Citywide - All Students,Department of Education (DOE),Latest available data and trends in the state assessment results of math for grades 3 through 8.,,1766,Education,1.0,0.0
jqq5-s6en,2020-2021 School Quality Reports - District 75 Special Education,Department of Education (DOE),"New York City Department of Education 2020 - 2021 School Quality Report Results for D75 Schools.
The Quality Review is a process that evaluates how well schools are organized to support student learning and teacher practice. It was developed to assist New York City Department of Education (NYCDOE) schools in raising student achievement by looking behind a school’s performance statistics to ensure that the school is engaged in effective methods of accelerating student learning.",,157,Education,1.0,0.0
yhfh-vyns,English Language Arts (ELA) Test Results 2006-2012 - District - All Students,Department of Education (DOE),Latest available data and trends in the state assessment results of English Language Arts for grades 3 through 8. Data are disaggregated by district.,,1611,Education,1.0,0.0
95bz-ea2t,New York City Pension Expenses,Mayor's Office of Management & Budget (OMB),"The dataset illustrates the breakdown of total pension expenses for New York City into three categories: City Actuarial Systems, Non-City Systems and Non-Actuarial Systems. Data is reported in units of thousands. Updates are posted semi-annually, in Financial Plan Detail for January Plan and in Message of the Mayor for Executive Plan.",,264,City Government,1.0,1.0
tzuk-eq2f,Cool It! NYC 2020 - Spray Showers,Department of Parks and Recreation (DPR),"This dataset represents amenities activated as a part of Cool It! NYC, a Citywide plan to increase the amount of cooling features available to the public during heat emergencies, particularly in neighborhoods that face the dangers of high heat. This is part of the Cool It! NYC 2020 Data Collection, which includes the following amenities:
  
Drinking Fountains: Indicates whether a drinking fountain is activated, not yet activated, broken, or under construction. 

Spray Showers: Indicates whether a spray shower installed before July 2020 is activated, not yet activated, broken, or under construction. At this time, spray showers are mapped to the middle of parks. 
 
Cooling Sites: To measure neighborhoods that are the most at risk during extreme heat, NYC Health and Columbia University developed the New York City Heat Vulnerability Index, or HVI. Parks used this data to direct new cooling elements to neighborhoods with HVIs of 4 and 5.
 
Data Dictionary: https://docs.google.com/spreadsheets/d/1GpXHX9p0e520LcAf3gstOKTQm64wxkdDUiACjhMwd9Q/edit?usp=sharing",,293,,1.0,1.0
e4p3-6ecr,Expense Financial Plan - Adpt\Prel,Mayor's Office of Management & Budget (OMB),"This dataset contains agency summary level data for PS, OTPS and Total by type of funds.  The dollar amount fields are rounded to the thousands. The Adopted and Preliminary reports,  published by July 1 and January or February respectively,  contain the current fiscal year plus four out years of data which  coincide with the release of the published financial plan.",,841,City Government,1.0,0.4166666666666667
59b2-g9ij,Local Law 51 Spring Semester Final,Department of Education (DOE),"Local Law 51- Reporting on student-to-student bullying, harassment,
intimidation and discrimination for spring semester.",,90,Education,1.0,0.0
xdqu-utzq,DOP Juvenile Supervision Intakes by Fiscal Year,Department of Probation (DOP),The number of youths sentenced to probation supervision during the reporting period.,,1628,City Government,1.0,1.0
iuvu-z276,2015-16 Guidance Counselor Reporting - Demographic Data,Department of Education (DOE),,,899,Education,1.0,0.0
mjux-q9d4,2011-2012 School Progress Report - All Schools,Department of Education (DOE),"Schools Progress Report which focus on learning environment, student performance and progress.  Peer indexes are calculated differently depending on School Level. Schools are only compared to other schools in the same School Level (e.g., Elementary, K-8, Middle, High, Transfer)

1) Elementary, K-8, Early Childhood - peer index is a value from 0-100. A composite demographic statistic based on % ELL, % Students with Disabilities, % Title I free lunch, and % Black/Hispanic is used. Higher values indicate student populations with higher need.

2) Middle - peer index is a value from 1.00-4.50. For middle schools, the average 4th grade proficiency ratings in ELA and Math and the % Students with Disabilities is used. Lower values indicate student populations with higher need.

3) High School - peer index is a value from 1.00-4.50. For high schools, the average 8th grade proficiency, the % Students with Disabilities, the % Self-contained, and the % overage is used. Lower values indicate student populations with higher need.",,470,Education,1.0,0.0
83z6-smyr,Capital Grant Awards 2016,Manhattan Borough President (MBPO),"Every year the Manhattan Borough President provides funding in support of various important capital projects throughout Manhattan. This funding is available to city agencies, nonprofit organizations, cultural institutions, and public schools for projects serving New York City purposes.",,9921,City Government,1.0,0.0
